order_id,customer_id,restaurant_id,order_date,order_time,order_status,Order_day,order_hour,delivery_time_minutes,total_amount
3164,2026,398,2023-06-17,22:30,Delivered,Saturday,22,57,1135
3165,1912,341,2023-06-17,13:30,Delivered,Saturday,13,55,443
3166,1425,372,2023-04-01,20:00,Cancelled,Saturday,20,21,372
3167,1704,326,2023-05-30,10:45,Delivered,Tuesday,10,57,1507
3168,2079,360,2023-02-16,16:15,Cancelled,Thursday,16,58,1749
3169,2094,357,2023-06-17,14:00,Cancelled,Saturday,14,41,1658
3170,1004,373,2023-08-31,20:45,Delivered,Thursday,20,41,927
3171,1040,335,2023-04-29,12:00,Delivered,Saturday,12,20,1779
3172,1408,383,2023-03-25,17:15,Cancelled,Saturday,17,49,1664
3173,2111,377,2023-06-20,16:45,Delivered,Tuesday,16,43,306
3174,2360,381,2023-06-19,19:30,Delivered,Monday,19,27,935
3175,1024,327,2023-08-01,16:15,Cancelled,Tuesday,16,24,1396
3176,2295,331,2023-12-23,19:45,Cancelled,Saturday,19,45,1422
3177,2468,344,2023-02-23,20:30,Delivered,Thursday,20,21,935
3178,1827,345,2023-07-16,20:00,Cancelled,Sunday,20,40,554
3179,1622,301,2023-01-25,12:00,Cancelled,Wednesday,12,42,719
3180,1962,370,2023-06-17,20:45,Cancelled,Saturday,20,58,495
3181,2425,336,2023-05-05,22:30,Delivered,Friday,22,21,1011
3182,1954,376,2023-05-06,20:45,Delivered,Saturday,20,27,885
3183,1224,323,2023-06-29,20:15,Delivered,Thursday,20,46,1048
3184,2460,304,2023-03-13,16:30,Delivered,Monday,16,69,1317
3185,2058,356,2023-10-24,19:45,Delivered,Tuesday,19,39,1015
3186,1233,330,2023-04-03,22:45,Cancelled,Monday,22,64,1308
3187,2175,347,2023-07-08,18:00,Delivered,Saturday,18,21,1382
3188,1467,391,2023-05-28,14:45,Delivered,Sunday,14,32,1594
3189,2240,395,2023-12-02,16:15,Delivered,Saturday,16,20,1313
3190,1198,363,2023-09-17,10:30,Delivered,Sunday,10,30,363
3191,2244,334,2023-07-26,19:30,Delivered,Wednesday,19,20,1990
3192,1018,382,2023-09-07,12:30,Delivered,Thursday,12,25,1759
3193,2317,346,2023-03-24,19:45,Delivered,Friday,19,45,1940
3194,1547,331,2023-10-12,12:15,Delivered,Thursday,12,26,1606
3195,2373,321,2023-12-29,15:00,Cancelled,Friday,15,47,431
3196,1866,360,2023-06-17,19:00,Delivered,Saturday,19,22,298
3197,1819,382,2023-08-23,16:15,Delivered,Wednesday,16,67,1473
3198,1683,321,2023-12-09,21:30,Cancelled,Saturday,21,45,1190
3199,2078,302,2023-04-02,18:45,Cancelled,Sunday,18,32,264
3200,1827,311,2023-09-06,19:30,Delivered,Wednesday,19,69,1670
3201,1533,307,2023-03-04,13:45,Delivered,Saturday,13,45,1390
3202,1496,352,2023-11-20,15:15,Cancelled,Monday,15,46,1436
3203,1064,399,2023-01-12,10:00,Delivered,Thursday,10,32,1729
3204,1891,341,2023-03-27,16:15,Cancelled,Monday,16,52,333
3205,1329,366,2023-12-26,20:15,Delivered,Tuesday,20,68,463
3206,2031,344,2023-05-31,17:30,Delivered,Wednesday,17,25,1597
3207,2231,337,2023-10-15,12:15,Delivered,Sunday,12,38,617
3208,1989,369,2023-12-07,19:30,Delivered,Thursday,19,21,271
3209,2344,374,2023-01-21,10:15,Delivered,Saturday,10,67,1998
3210,1818,363,2023-09-12,15:45,Cancelled,Tuesday,15,59,1477
3211,1714,301,2023-04-30,16:30,Delivered,Sunday,16,40,1978
3212,2372,367,2023-04-10,11:15,Delivered,Monday,11,45,1464
3213,1964,309,2023-04-06,20:30,Delivered,Thursday,20,31,943
3214,1288,398,2023-10-20,17:45,Delivered,Friday,17,28,1714
3215,1404,376,2023-06-09,19:30,Cancelled,Friday,19,48,1112
3216,1611,333,2023-06-17,10:30,Delivered,Saturday,10,56,1289
3217,1649,343,2023-12-02,15:45,Delivered,Saturday,15,70,893
3218,2223,333,2023-01-14,21:15,Delivered,Saturday,21,66,953
3219,2271,361,2023-06-17,12:15,Cancelled,Saturday,12,45,1463
3220,1178,348,2023-05-05,10:00,Delivered,Friday,10,36,1432
3221,1765,326,2023-10-29,19:45,Delivered,Sunday,19,45,430
3222,2049,305,2023-11-24,19:00,Delivered,Friday,19,42,419
3223,1498,318,2023-05-06,17:30,Delivered,Saturday,17,25,1704
3224,2459,375,2023-07-26,11:30,Delivered,Wednesday,11,34,541
3225,2253,385,2023-12-03,12:15,Delivered,Sunday,12,45,459
3226,2431,320,2023-10-23,21:45,Delivered,Monday,21,34,216
3227,2037,382,2023-12-15,15:15,Delivered,Friday,15,43,340
3228,1242,396,2023-11-12,22:30,Delivered,Sunday,22,64,584
3229,1122,383,2023-06-17,15:00,Cancelled,Saturday,15,38,867
3230,1204,310,2023-01-15,11:45,Delivered,Sunday,11,40,1719
3231,1910,315,2023-09-17,18:15,Delivered,Sunday,18,66,1575
3232,2350,388,2023-09-06,10:30,Delivered,Wednesday,10,55,1391
3233,1002,369,2023-08-09,15:30,Cancelled,Wednesday,15,45,1593
3234,2423,366,2023-08-19,19:15,Delivered,Saturday,19,47,1688
3235,1135,302,2023-02-26,21:45,Delivered,Sunday,21,53,1472
3236,1846,378,2023-04-04,21:00,Delivered,Tuesday,21,42,850
3237,2204,373,2023-06-17,15:45,Delivered,Saturday,15,34,408
3238,1840,399,2023-05-13,19:45,Delivered,Saturday,19,23,1118
3239,1966,386,2023-07-04,21:15,Delivered,Tuesday,21,54,1225
3240,2200,302,2023-01-16,22:00,Delivered,Monday,22,45,309
3241,2182,356,2023-10-05,19:00,Delivered,Thursday,19,38,1357
3242,2251,375,2023-06-17,15:30,Delivered,Saturday,15,35,943
3243,1454,333,2023-07-23,10:15,Delivered,Sunday,10,66,1181
3244,1721,367,2023-11-07,11:15,Cancelled,Tuesday,11,34,1525
3245,1773,365,2023-08-15,15:30,Delivered,Tuesday,15,64,1064
3246,2358,391,2023-05-31,21:00,Cancelled,Wednesday,21,35,484
3247,1063,368,2023-09-25,13:45,Delivered,Monday,13,29,1625
3248,1716,317,2023-02-02,19:00,Delivered,Thursday,19,61,1463
3249,2470,358,2023-04-12,20:15,Cancelled,Wednesday,20,54,1948
3250,1625,373,2023-11-06,20:45,Delivered,Monday,20,26,653
3251,1689,323,2023-09-05,17:00,Cancelled,Tuesday,17,49,1448
3252,2071,338,2023-03-03,21:30,Cancelled,Friday,21,52,364
3253,2333,396,2023-05-29,20:15,Cancelled,Monday,20,42,1240
3254,2194,396,2023-05-02,17:00,Cancelled,Tuesday,17,68,259
3255,2116,386,2023-03-28,13:30,Delivered,Tuesday,13,28,991
3256,2116,383,2023-02-15,20:00,Cancelled,Wednesday,20,36,370
3257,1358,388,2023-07-27,11:45,Delivered,Thursday,11,68,671
3258,2469,394,2023-05-29,18:00,Delivered,Monday,18,51,1681
3259,2475,373,2023-05-20,22:00,Delivered,Saturday,22,54,1862
3260,1622,377,2023-04-20,20:45,Cancelled,Thursday,20,45,267
3261,1189,354,2023-09-23,17:45,Cancelled,Saturday,17,29,1734
3262,1543,329,2023-09-07,16:30,Delivered,Thursday,16,65,440
3263,1509,331,2023-07-20,13:00,Delivered,Thursday,13,60,932
3264,1082,353,2023-09-08,21:00,Delivered,Friday,21,47,1291
3265,2295,333,2023-05-26,18:00,Delivered,Friday,18,34,1761
3266,1987,316,2023-11-11,20:15,Delivered,Saturday,20,49,505
3267,1765,397,2023-05-15,12:30,Cancelled,Monday,12,49,1746
3268,1369,322,2023-12-12,18:30,Cancelled,Tuesday,18,44,597
3269,1022,392,2023-09-29,20:15,Delivered,Friday,20,37,707
3270,2063,313,2023-07-11,21:00,Cancelled,Tuesday,21,62,834
3271,1673,303,2023-05-09,10:00,Delivered,Tuesday,10,41,679
3272,1386,322,2023-02-11,21:00,Cancelled,Saturday,21,30,217
3273,1920,323,2023-04-16,17:15,Cancelled,Sunday,17,60,1710
3274,2481,396,2023-02-07,19:30,Delivered,Tuesday,19,29,1360
3275,2105,357,2023-06-20,17:45,Delivered,Tuesday,17,70,1443
3276,2114,378,2023-04-16,13:00,Delivered,Sunday,13,45,1629
3277,2184,343,2023-01-24,19:45,Delivered,Tuesday,19,46,1194
3278,1027,303,2023-07-30,10:30,Delivered,Sunday,10,57,1995
3279,2454,354,2023-06-13,21:00,Delivered,Tuesday,21,66,716
3280,2154,350,2023-12-03,21:15,Cancelled,Sunday,21,23,1895
3281,1118,373,2023-05-27,16:30,Cancelled,Saturday,16,58,1012
3282,2169,359,2023-11-07,12:45,Cancelled,Tuesday,12,45,1253
3283,1922,303,2023-07-27,11:00,Delivered,Thursday,11,53,1044
3284,1103,324,2023-10-18,20:45,Cancelled,Wednesday,20,66,1073
3285,1977,306,2023-12-03,20:00,Delivered,Sunday,20,68,1600
3286,1065,387,2023-10-10,12:15,Delivered,Tuesday,12,36,1908
3287,1290,352,2023-02-02,20:45,Delivered,Thursday,20,35,1095
3288,2051,354,2023-10-29,13:45,Delivered,Sunday,13,20,906
3289,1716,322,2023-12-26,19:15,Delivered,Tuesday,19,56,271
3290,1261,344,2023-04-28,11:15,Cancelled,Friday,11,39,1975
3291,2420,390,2023-08-02,15:15,Delivered,Wednesday,15,23,929
3292,1911,373,2023-12-08,19:00,Delivered,Friday,19,44,1015
3293,1188,366,2023-11-08,22:30,Delivered,Wednesday,22,65,612
3294,2410,355,2023-03-14,19:45,Delivered,Tuesday,19,28,1630
3295,1704,346,2023-06-25,12:30,Cancelled,Sunday,12,36,1888
3296,1635,360,2023-09-01,12:45,Delivered,Friday,12,49,828
3297,2411,321,2023-07-11,18:45,Cancelled,Tuesday,18,21,1868
3298,2379,305,2023-01-20,10:00,Delivered,Friday,10,55,1283
3299,2001,370,2023-12-30,15:45,Delivered,Saturday,15,67,646
3300,1923,337,2023-09-26,13:15,Delivered,Tuesday,13,32,285
3301,1148,396,2023-06-01,11:00,Delivered,Thursday,11,48,560
3302,1700,353,2023-10-19,22:15,Cancelled,Thursday,22,45,1344
3303,1900,356,2023-12-20,21:15,Cancelled,Wednesday,21,24,1813
3304,2324,320,2023-11-10,20:45,Delivered,Friday,20,47,513
3305,1606,336,2023-02-03,21:30,Cancelled,Friday,21,23,1198
3306,2283,373,2023-01-19,10:45,Delivered,Thursday,10,40,1662
3307,1743,386,2023-06-02,12:00,Delivered,Friday,12,69,1061
3308,1363,360,2023-03-27,14:15,Delivered,Monday,14,47,1284
3309,1309,319,2023-05-02,13:15,Cancelled,Tuesday,13,32,1202
3310,2322,374,2023-10-22,16:15,Delivered,Sunday,16,45,230
3311,1136,358,2023-04-21,20:00,Delivered,Friday,20,50,1851
3312,1441,366,2023-05-02,21:30,Cancelled,Tuesday,21,64,1708
3313,2484,392,2023-02-14,20:15,Delivered,Tuesday,20,55,1455
3314,1215,345,2023-03-04,12:30,Delivered,Saturday,12,48,1170
3315,2322,394,2023-11-12,19:30,Cancelled,Sunday,19,33,1756
3316,2114,320,2023-05-02,15:00,Delivered,Tuesday,15,58,1270
3317,2337,356,2023-05-02,17:45,Delivered,Tuesday,17,70,496
3318,2242,357,2023-11-27,17:30,Delivered,Monday,17,59,1680
3319,2500,326,2023-01-02,18:00,Cancelled,Monday,18,64,1524
3320,1758,392,2023-12-31,19:00,Delivered,Sunday,19,32,1059
3321,1816,334,2023-07-12,20:15,Delivered,Wednesday,20,55,1666
3322,1569,344,2023-05-02,22:45,Cancelled,Tuesday,22,52,349
3323,2266,346,2023-04-12,19:00,Delivered,Wednesday,19,21,1784
3324,2226,385,2023-11-25,18:15,Cancelled,Saturday,18,23,1758
3325,2491,325,2023-08-14,12:45,Delivered,Monday,12,30,1300
3326,1542,307,2023-05-02,19:45,Delivered,Tuesday,19,35,1743
3327,2315,377,2023-03-19,16:30,Delivered,Sunday,16,45,281
3328,1745,346,2023-12-13,13:00,Cancelled,Wednesday,13,28,1387
3329,1937,366,2023-05-02,18:00,Cancelled,Tuesday,18,50,1812
3330,1054,336,2023-09-20,19:00,Delivered,Wednesday,19,66,1238
3331,1886,345,2023-01-15,22:15,Cancelled,Sunday,22,60,378
3332,1936,379,2023-12-17,16:15,Cancelled,Sunday,16,36,1342
3333,1340,341,2023-03-22,17:30,Cancelled,Wednesday,17,35,1907
3334,2151,329,2023-06-02,10:00,Cancelled,Friday,10,45,929
3335,1471,338,2023-10-13,21:45,Cancelled,Friday,21,45,1872
3336,2089,317,2023-04-04,18:30,Cancelled,Tuesday,18,24,1045
3337,2186,398,2023-02-06,12:30,Cancelled,Monday,12,52,420
3338,1890,351,2023-10-10,14:30,Delivered,Tuesday,14,67,530
3339,2185,382,2023-07-04,14:30,Delivered,Tuesday,14,51,891
3340,1242,329,2023-10-11,14:45,Delivered,Wednesday,14,44,1858
3341,2107,344,2023-11-21,16:45,Delivered,Tuesday,16,33,1660
3342,1072,325,2023-03-13,20:30,Delivered,Monday,20,63,1795
3343,1874,331,2023-12-27,12:30,Delivered,Wednesday,12,47,897
3344,1234,376,2023-12-02,15:45,Delivered,Saturday,15,29,938
3345,2305,321,2023-12-31,12:45,Cancelled,Sunday,12,27,1479
3346,1072,320,2023-06-10,18:45,Delivered,Saturday,18,34,255
3347,1946,344,2023-05-02,15:15,Delivered,Tuesday,15,45,990
3348,1173,302,2023-06-12,17:45,Delivered,Monday,17,41,1782
3349,2499,340,2023-11-12,22:15,Cancelled,Sunday,22,40,203
3350,1491,310,2023-05-25,14:30,Delivered,Thursday,14,32,1242
3351,1748,352,2023-09-18,13:30,Delivered,Monday,13,51,1480
3352,2046,330,2023-04-16,17:15,Delivered,Sunday,17,43,271
3353,1594,350,2023-05-02,18:30,Delivered,Tuesday,18,64,1196
3354,1704,329,2023-11-27,20:45,Delivered,Monday,20,43,912
3355,1390,333,2023-10-08,19:45,Cancelled,Sunday,19,64,886
3356,1885,333,2023-09-09,11:45,Delivered,Saturday,11,41,667
3357,2221,337,2023-02-27,21:15,Cancelled,Monday,21,51,899
3358,1539,383,2023-09-26,21:45,Delivered,Tuesday,21,59,847
3359,1882,363,2023-05-27,22:15,Cancelled,Saturday,22,57,1946
3360,2117,344,2023-05-23,19:30,Delivered,Tuesday,19,36,770
3361,2301,357,2023-01-18,10:45,Delivered,Wednesday,10,58,563
3362,1459,328,2023-11-17,16:30,Delivered,Friday,16,37,1592
3363,2346,324,2023-09-25,14:00,Cancelled,Monday,14,54,1231
3364,2351,358,2023-12-14,12:15,Delivered,Thursday,12,45,552
3365,1067,308,2023-10-27,19:30,Delivered,Friday,19,45,1378
3366,2393,379,2023-01-16,10:30,Cancelled,Monday,10,64,1528
3367,2348,370,2023-05-18,10:00,Delivered,Thursday,10,46,1518
3368,1439,329,2023-01-02,22:15,Cancelled,Monday,22,23,685
3369,1817,326,2023-10-14,22:00,Cancelled,Saturday,22,24,1534
3370,2311,366,2023-05-24,18:00,Delivered,Wednesday,18,54,1893
3371,1797,398,2023-05-30,16:00,Delivered,Tuesday,16,47,1020
3372,1536,386,2023-08-28,14:15,Delivered,Monday,14,30,222
3373,2390,377,2023-09-02,21:15,Delivered,Saturday,21,40,1462
3374,2189,338,2023-02-07,12:15,Delivered,Tuesday,12,60,1427
3375,2255,351,2023-10-26,16:00,Delivered,Thursday,16,52,913
3376,2383,383,2023-06-21,13:30,Delivered,Wednesday,13,45,1505
3377,1868,358,2023-03-19,16:45,Cancelled,Sunday,16,31,1392
3378,2217,389,2023-06-24,10:45,Cancelled,Saturday,10,21,221
3379,1507,304,2023-03-19,16:00,Cancelled,Sunday,16,58,430
3380,2238,350,2023-05-25,19:45,Cancelled,Thursday,19,45,1649
3381,1800,361,2023-06-02,16:30,Delivered,Friday,16,45,257
3382,1038,357,2023-03-25,18:45,Delivered,Saturday,18,64,325
3383,2455,356,2023-01-11,12:15,Cancelled,Wednesday,12,69,315
3384,1922,349,2023-09-07,12:15,Delivered,Thursday,12,56,1915
3385,1144,369,2023-05-20,18:45,Delivered,Saturday,18,32,336
3386,1534,343,2023-01-12,18:45,Delivered,Thursday,18,23,1908
3387,1356,306,2023-01-04,16:00,Cancelled,Wednesday,16,44,1184
3388,1050,390,2023-08-25,20:00,Delivered,Friday,20,64,1157
3389,1166,317,2023-12-28,18:45,Cancelled,Thursday,18,60,1685
3390,1040,333,2023-09-23,21:30,Delivered,Saturday,21,42,1656
3391,1348,325,2023-09-01,20:00,Cancelled,Friday,20,37,1854
3392,1098,371,2023-10-09,22:45,Delivered,Monday,22,45,977
3393,1143,309,2023-08-16,11:00,Delivered,Wednesday,11,45,686
3394,2021,372,2023-10-26,20:15,Delivered,Thursday,20,52,852
3395,1045,364,2023-12-26,10:00,Cancelled,Tuesday,10,45,1306
3396,1102,387,2023-03-15,14:15,Delivered,Wednesday,14,54,848
3397,2009,397,2023-07-19,22:45,Delivered,Wednesday,22,58,1660
3398,1517,387,2023-02-12,10:30,Delivered,Sunday,10,47,445
3399,1353,388,2023-12-31,12:30,Delivered,Sunday,12,27,446
3400,1987,374,2023-02-23,13:30,Delivered,Thursday,13,41,1378
3401,1827,384,2023-07-05,17:00,Delivered,Wednesday,17,28,1803
3402,1445,380,2023-11-16,22:00,Delivered,Thursday,22,52,1971
3403,2135,376,2023-09-17,16:15,Delivered,Sunday,16,69,1341
3404,1457,369,2023-09-15,20:00,Delivered,Friday,20,47,1962
3405,1553,375,2023-06-25,11:00,Cancelled,Sunday,11,62,1032
3406,2067,385,2023-01-07,13:00,Delivered,Saturday,13,45,1600
3407,1669,390,2023-05-14,13:00,Delivered,Sunday,13,45,1009
3408,1050,375,2023-01-12,21:00,Delivered,Thursday,21,47,936
3409,1307,357,2023-07-05,17:00,Delivered,Wednesday,17,33,1795
3410,1944,395,2023-04-16,19:45,Cancelled,Sunday,19,23,1465
3411,2078,322,2023-06-30,21:45,Cancelled,Friday,21,58,922
3412,1675,334,2023-12-07,12:00,Delivered,Thursday,12,37,1167
3413,1251,389,2023-03-03,16:15,Delivered,Friday,16,45,308
3414,1619,331,2023-06-26,12:00,Delivered,Monday,12,60,1532
3415,2260,397,2023-04-11,17:30,Delivered,Tuesday,17,26,538
3416,2281,344,2023-03-12,21:00,Delivered,Sunday,21,37,1419
3417,1882,392,2023-03-15,22:00,Delivered,Wednesday,22,55,1224
3418,1879,382,2023-03-09,12:00,Delivered,Thursday,12,36,1231
3419,2136,373,2023-08-26,13:15,Delivered,Saturday,13,70,1845
3420,1908,388,2023-10-02,19:00,Delivered,Monday,19,45,1204
3421,1020,304,2023-09-14,15:00,Delivered,Thursday,15,45,641
3422,1606,378,2023-05-20,12:15,Cancelled,Saturday,12,51,298
3423,1450,341,2023-07-06,22:45,Delivered,Thursday,22,29,1701
3424,2285,347,2023-07-15,17:00,Cancelled,Saturday,17,56,920
3425,2319,310,2023-01-06,11:45,Delivered,Friday,11,43,371
3426,2225,304,2023-11-03,19:00,Cancelled,Friday,19,66,1013
3427,1922,367,2023-03-19,21:45,Cancelled,Sunday,21,34,942
3428,1082,304,2023-08-15,18:30,Cancelled,Tuesday,18,28,845
3429,1370,334,2023-03-19,10:00,Delivered,Sunday,10,25,1988
3430,1925,348,2023-06-15,12:15,Delivered,Thursday,12,58,253
3431,1462,320,2023-02-18,11:45,Cancelled,Saturday,11,63,1482
3432,1334,376,2023-11-24,11:15,Cancelled,Friday,11,66,1539
3433,2463,397,2023-06-11,14:30,Delivered,Sunday,14,45,470
3434,2191,307,2023-06-08,22:00,Delivered,Thursday,22,45,1022
3435,1230,370,2023-03-29,17:15,Delivered,Wednesday,17,67,1937
3436,2322,363,2023-03-21,12:15,Delivered,Tuesday,12,26,317
3437,1064,308,2023-10-20,20:15,Delivered,Friday,20,33,1024
3438,2470,365,2023-01-26,20:00,Cancelled,Thursday,20,55,1088
3439,1658,345,2023-08-27,10:30,Delivered,Sunday,10,38,314
3440,1841,385,2023-07-27,13:30,Delivered,Thursday,13,56,330
3441,1726,323,2023-10-16,15:00,Cancelled,Monday,15,65,766
3442,2468,387,2023-04-02,11:30,Cancelled,Sunday,11,43,1353
3443,2482,375,2023-08-03,20:15,Delivered,Thursday,20,42,1576
3444,1215,367,2023-06-27,10:45,Delivered,Tuesday,10,20,1634
3445,1607,328,2023-06-28,17:15,Cancelled,Wednesday,17,51,904
3446,2036,374,2023-06-11,20:00,Delivered,Sunday,20,45,923
3447,1298,377,2023-06-28,18:15,Delivered,Wednesday,18,26,1009
3448,1508,378,2023-07-15,18:00,Cancelled,Saturday,18,40,1045
3449,1758,357,2023-08-24,22:15,Delivered,Thursday,22,20,1028
3450,1552,316,2023-06-25,22:15,Cancelled,Sunday,22,45,925
3451,1292,333,2023-09-23,17:15,Delivered,Saturday,17,50,672
3452,1350,381,2023-06-03,14:00,Delivered,Saturday,14,34,1187
3453,1403,307,2023-01-20,20:30,Delivered,Friday,20,53,572
3454,2000,365,2023-10-25,12:00,Delivered,Wednesday,12,31,698
3455,2378,331,2023-09-26,14:00,Delivered,Tuesday,14,29,909
3456,1917,386,2023-10-21,14:30,Delivered,Saturday,14,26,1210
3457,1729,311,2023-05-30,12:00,Delivered,Tuesday,12,55,489
3458,2465,345,2023-10-20,20:45,Cancelled,Friday,20,46,526
3459,1464,369,2023-12-25,20:45,Cancelled,Monday,20,45,444
3460,2344,394,2023-08-22,22:45,Cancelled,Tuesday,22,60,1619
3461,2432,341,2023-05-03,12:45,Cancelled,Wednesday,12,44,259
3462,1295,360,2023-01-11,21:15,Delivered,Wednesday,21,34,391
3463,1391,350,2023-11-10,20:30,Cancelled,Friday,20,27,1329
3464,1405,344,2023-11-26,16:00,Cancelled,Sunday,16,48,662
3465,1468,364,2023-06-12,15:45,Delivered,Monday,15,20,601
3466,1625,353,2023-07-13,13:15,Delivered,Thursday,13,34,1184
3467,2403,386,2023-04-11,12:15,Cancelled,Tuesday,12,45,1732
3468,1239,358,2023-08-25,16:30,Delivered,Friday,16,45,1736
3469,1026,319,2023-12-12,11:15,Cancelled,Tuesday,11,59,1499
3470,1697,305,2023-01-15,11:30,Delivered,Sunday,11,65,981
3471,1929,354,2023-05-08,17:30,Cancelled,Monday,17,45,443
3472,1155,328,2023-12-23,12:00,Delivered,Saturday,12,37,509
3473,1518,305,2023-05-18,22:30,Delivered,Thursday,22,49,803
3474,1051,392,2023-06-21,22:45,Cancelled,Wednesday,22,29,1185
3475,1578,338,2023-10-03,14:00,Delivered,Tuesday,14,45,1975
3476,1387,365,2023-09-05,14:15,Delivered,Tuesday,14,67,1350
3477,2198,359,2023-10-07,18:30,Cancelled,Saturday,18,33,911
3478,2090,339,2023-05-29,18:45,Delivered,Monday,18,28,573
3479,2376,364,2023-05-13,18:30,Delivered,Saturday,18,32,1634
3480,1461,393,2023-05-11,10:15,Delivered,Thursday,10,25,1984
3481,2211,302,2023-03-19,11:45,Delivered,Sunday,11,57,1938
3482,2316,324,2023-12-01,21:00,Delivered,Friday,21,45,768
3483,1099,332,2023-04-26,20:00,Cancelled,Wednesday,20,32,1329
3484,2382,326,2023-05-17,14:15,Delivered,Wednesday,14,33,345
3485,1802,308,2023-02-16,10:45,Delivered,Thursday,10,45,595
3486,1986,308,2023-02-07,16:15,Delivered,Tuesday,16,23,743
3487,2462,380,2023-04-25,15:00,Delivered,Tuesday,15,36,1034
3488,1005,397,2023-04-24,16:15,Delivered,Monday,16,32,1768
3489,1065,304,2023-03-19,14:45,Cancelled,Sunday,14,40,1893
3490,2103,333,2023-10-27,11:00,Cancelled,Friday,11,26,1990
3491,1201,392,2023-02-22,14:45,Delivered,Wednesday,14,44,980
3492,1535,317,2023-11-15,13:45,Delivered,Wednesday,13,39,245
3493,1883,337,2023-02-02,22:00,Delivered,Thursday,22,54,543
3494,1033,323,2023-06-23,16:15,Cancelled,Friday,16,45,1330
3495,2287,356,2023-06-03,16:30,Cancelled,Saturday,16,25,755
3496,1606,349,2023-04-14,12:30,Delivered,Friday,12,61,1295
3497,1083,380,2023-04-10,21:45,Cancelled,Monday,21,54,558
3498,2244,374,2023-03-19,17:45,Cancelled,Sunday,17,54,1852
3499,2150,340,2023-10-10,18:30,Delivered,Tuesday,18,60,419
3500,1033,372,2023-04-11,15:00,Cancelled,Tuesday,15,20,941
